libelle;text;forme;compte
INTETRIX Gél. Bt 20;INTETRIX Gél. Bt 20;gelule;7
INTRALIPIDE 20% Emuls. Inj. Poche 500ml;INTRALIPIDE 20% Emuls. Inj. Poche 500ml;injection;7
INTRATECT 2.5gr Sol. Inj. P. Perf. Bt 1Fl/ 50ml (F);INTRATECT 2.5gr Sol. Inj. P. Perf. Bt 1Fl/ 50ml (F);injection;7
INVANZ 1gr Pdre.Prép.Inj. Bt 1Fl/20ml;INVANZ 1gr Pdre.Prép.Inj. Bt 1Fl/20ml;injection;7
IOR EPOCIM 2000UI Sol. Inj. Bt 10Fl/1ml (F);IOR EPOCIM 2000UI Sol. Inj. Bt 10Fl/1ml (F);injection;7
IOR LEUKOCIM 30 MUI/ml Sol.Inj. Bt 10 Fl/ 1ml (F);IOR LEUKOCIM 30 MUI/ml Sol.Inj. Bt 10 Fl/ 1ml (F);injection;7
IPERTEN 20mg Comp séc Bt 28;IPERTEN 20mg Comp séc Bt 28;comprime;7
IPNODIS 50mg/10ml Sol. Inj. Bt 6/10ml;IPNODIS 50mg/10ml Sol. Inj. Bt 6/10ml;injection;7
IPPROTON 10mg Gél. Bt 16;IPPROTON 10mg Gél. Bt 16;gelule;7
IPPROTON 10mg Gél. Bt 28;IPPROTON 10mg Gél. Bt 28;gelule;7
IPPROTON 10mg Gél. Bt 8;IPPROTON 10mg Gél. Bt 8;gelule;7
IPPROTON 20mg Gél. Bt 16;IPPROTON 20mg Gél. Bt 16;gelule;7
IPPROTON 20mg Gél. Bt 28;IPPROTON 20mg Gél. Bt 28;gelule;7
IPPROTON 20mg Gél. Bt 8;IPPROTON 20mg Gél. Bt 8;gelule;7
IPPROTON PERFUSION 40mg Pdre.Prép.Inj. Bt 10 Fl;IPPROTON PERFUSION 40mg Pdre.Prép.Inj. Bt 10 Fl;injection;7
IPPROTON PERFUSION 40mg Pdre.Prép.Inj. Bt 1Fl;IPPROTON PERFUSION 40mg Pdre.Prép.Inj. Bt 1Fl;injection;7
IPPSIUM 20 20mg Gél. Gastro-résist. Fl 7;IPPSIUM 20 20mg Gél. Gastro-résist. Fl 7;gelule;7
IPPSIUM 20mg Gél. Gastro-résist. Fl 14;IPPSIUM 20mg Gél. Gastro-résist. Fl 14;gelule;7
IPPSIUM 20mg Gél. Gastro-résist. Fl 28;IPPSIUM 20mg Gél. Gastro-résist. Fl 28;gelule;7
IPPSIUM 40mg Gél. Gastro-résist. Fl 14;IPPSIUM 40mg Gél. Gastro-résist. Fl 14;gelule;7
IPPSIUM 40mg Gél. Gastro-résist. Fl 28;IPPSIUM 40mg Gél. Gastro-résist. Fl 28;gelule;7
IPPZOR 15mg Gél. Fl 15;IPPZOR 15mg Gél. Fl 15;gelule;7
IPPZOR 15mg Gél. Fl 28;IPPZOR 15mg Gél. Fl 28;gelule;7
IPPZOR 15mg Gél. Fl 7;IPPZOR 15mg Gél. Fl 7;gelule;7
IPPZOR 30mg Gél. Fl 14;IPPZOR 30mg Gél. Fl 14;gelule;7
IPPZOR 30mg Gél. Fl 28;IPPZOR 30mg Gél. Fl 28;gelule;7
IPROVENT Ad. 0.500mg/2ml Sol.P.Inh. Bt 10 Unidoses/2ml;IPROVENT Ad. 0.500mg/2ml Sol.P.Inh. Bt 10 Unidoses/2ml;autre;7
IPROVENT Enf. 0.250mg/2ml Sol.P.Inh. Bt 10 Unidoses/2ml;IPROVENT Enf. 0.250mg/2ml Sol.P.Inh. Bt 10 Unidoses/2ml;autre;7
IRBEGEN 150mg Comp. Pell. Bt 28;IRBEGEN 150mg Comp. Pell. Bt 28;comprime;7
IRBEGEN 300mg  Comp. Pell. Bt 28;IRBEGEN 300mg  Comp. Pell. Bt 28;comprime;7
IRBEGEN PLUS 150mg/12.5mg  Comp. Pell. Bt 30;IRBEGEN PLUS 150mg/12.5mg  Comp. Pell. Bt 30;comprime;7
IRBEGEN PLUS 300mg/12.5mg Comp. Pell. Bt 30;IRBEGEN PLUS 300mg/12.5mg Comp. Pell. Bt 30;comprime;7
IRBEGEN PLUS 300mg/25mg  Comp. Pell. Bt 30;IRBEGEN PLUS 300mg/25mg  Comp. Pell. Bt 30;comprime;7
IRBESAR 150mg Comp.Séc. Bt 30;IRBESAR 150mg Comp.Séc. Bt 30;comprime;7
IRBESAR 150mg Comp.Séc. Bt 90;IRBESAR 150mg Comp.Séc. Bt 90;comprime;7
IRBESAR 300mg Comp. Bt 30;IRBESAR 300mg Comp. Bt 30;comprime;7
IRBESAR 300mg Comp. Bt 90;IRBESAR 300mg Comp. Bt 90;comprime;7
IRBESARTAN Pfizer 150mg Comp.Pell. Bt 30;IRBESARTAN Pfizer 150mg Comp.Pell. Bt 30;comprime;7
IRBESARTAN Pfizer 300mg Comp.Pell. Bt 30;IRBESARTAN Pfizer 300mg Comp.Pell. Bt 30;comprime;7
IRBY 150mg  Comp.Pell. Bt 30;IRBY 150mg  Comp.Pell. Bt 30;comprime;7
IRBY 300mg  Comp.Pell. Bt 30;IRBY 300mg  Comp.Pell. Bt 30;comprime;7
IRINOTECAN KABI 100mg 20mg/ml Sol.P.Perf. Bt 1Fl/5ml;IRINOTECAN KABI 100mg 20mg/ml Sol.P.Perf. Bt 1Fl/5ml;autre;7
IRINOTECAN KABI 40mg 20mg/ml Sol.P.Perf. Bt 1Fl/2ml;IRINOTECAN KABI 40mg 20mg/ml Sol.P.Perf. Bt 1Fl/2ml;autre;7
IRIVEL 150mg Comp. Pell. Séc. Bt 30;IRIVEL 150mg Comp. Pell. Séc. Bt 30;comprime;7
IRIVEL 150mg Comp.Pell.Séc. Bt 90;IRIVEL 150mg Comp.Pell.Séc. Bt 90;comprime;7
IRIVEL 300mg Comp. Pell. Bt 30;IRIVEL 300mg Comp. Pell. Bt 30;comprime;7
IRIVEL 300mg Comp.Pell. Bt 90;IRIVEL 300mg Comp.Pell. Bt 90;comprime;7
IRYS  4mg Comp.Pell.Séc.Bt 30;IRYS  4mg Comp.Pell.Séc.Bt 30;comprime;7
IRYS 1mg Comp. Pell. Sec. Bt 60;IRYS 1mg Comp. Pell. Sec. Bt 60;comprime;7
IRYS 1mg Comp. Pell. Séc. Bt 90;IRYS 1mg Comp. Pell. Séc. Bt 90;comprime;7
IRYS 1mg Comp.Pell.Séc.Bt 30;IRYS 1mg Comp.Pell.Séc.Bt 30;comprime;7
IRYS 2mg Comp. Pell. Séc. Bt 30;IRYS 2mg Comp. Pell. Séc. Bt 30;comprime;7
IRYS 2mg Comp. Pell. Sec. Bt 60;IRYS 2mg Comp. Pell. Sec. Bt 60;comprime;7
IRYS 2mg Comp. Pell. Séc. Bt 90;IRYS 2mg Comp. Pell. Séc. Bt 90;comprime;7
IRYS 3mg Comp. Pell. Sec. Bt 60;IRYS 3mg Comp. Pell. Sec. Bt 60;comprime;7
IRYS 3mg Comp. Pell. Séc. Bt 90;IRYS 3mg Comp. Pell. Séc. Bt 90;comprime;7
IRYS 3mg Comp.Pell.Séc.Bt 30;IRYS 3mg Comp.Pell.Séc.Bt 30;comprime;7
IRYS 4mg Comp. Pell. Sec. Bt 60;IRYS 4mg Comp. Pell. Sec. Bt 60;comprime;7
IRYS 4mg Comp. Pell. Séc. Bt 90;IRYS 4mg Comp. Pell. Séc. Bt 90;comprime;7
IRYS 6mg Comp.Pell.Séc. Bt 30;IRYS 6mg Comp.Pell.Séc. Bt 30;comprime;7
IRYS 6mg Comp.Pell.Séc. Bt 90;IRYS 6mg Comp.Pell.Séc. Bt 90;comprime;7
ISOBAR 150mg Comp.Séc. Bt 30;ISOBAR 150mg Comp.Séc. Bt 30;comprime;7
ISODIL 5mg Comp. Sublingual  Bt 160;ISODIL 5mg Comp. Sublingual  Bt 160;comprime;7
ISODIL 5mg Comp.Sublingual  Bt 40;ISODIL 5mg Comp.Sublingual  Bt 40;comprime;7
ISODIL 5mg Comp.Sublingual Bt 40;ISODIL 5mg Comp.Sublingual Bt 40;comprime;7
ISOFLURANE 100% v/v Sol. P. Inhal. Fl 100ml;ISOFLURANE 100% v/v Sol. P. Inhal. Fl 100ml;autre;7
ISOPTINE 120mg Gél. Bt 90;ISOPTINE 120mg Gél. Bt 90;gelule;7
ISOPTINE LP 240mg Comp. Séc. Bt 30;ISOPTINE LP 240mg Comp. Séc. Bt 30;comprime;7
ISUPREL 0.2mg/ml Sol Inj Bt 50 Amp/1ml (F);ISUPREL 0.2mg/ml Sol Inj Bt 50 Amp/1ml (F);injection;7
ITRA GYN 100mg Gél. Bt 4;ITRA GYN 100mg Gél. Bt 4;gelule;7
ITRA SKIN 100mg Gél. Bt 28;ITRA SKIN 100mg Gél. Bt 28;gelule;7
ITRACIM 100mg Gél. Bt 15;ITRACIM 100mg Gél. Bt 15;gelule;7
ITRACIM 100mg Gél. Bt 30;ITRACIM 100mg Gél. Bt 30;gelule;7
ITRACIM 100mg Gél. Bt 4;ITRACIM 100mg Gél. Bt 4;gelule;7
ITRAZOL 100mg Gél. Bt 16;ITRAZOL 100mg Gél. Bt 16;gelule;7
ITRAZOL 100mg Gél. Bt 32;ITRAZOL 100mg Gél. Bt 32;gelule;7
ITRAZOL 100mg Gél. Bt 4;ITRAZOL 100mg Gél. Bt 4;gelule;7
IV-FER 100mg/5ml Sol.Inj.P.Perf. Bt 5/5ml;IV-FER 100mg/5ml Sol.Inj.P.Perf. Bt 5/5ml;injection;7
JANUMET 50mg/1000mg Comp. Pell. Bt 56;JANUMET 50mg/1000mg Comp. Pell. Bt 56;comprime;7
JANUVIA 100mg Comp.Pell. Bt 28;JANUVIA 100mg Comp.Pell. Bt 28;comprime;7
JASMINE Comp.Pell. Bt 21;JASMINE Comp.Pell. Bt 21;comprime;7
JUSLINE 30/70 100UI/ml Susp. Inj. Bt 1/10ml (F);JUSLINE 30/70 100UI/ml Susp. Inj. Bt 1/10ml (F);injection;7
JUSLINE N 100UI/ml Susp.Inj. Bt 1/10ml (F);JUSLINE N 100UI/ml Susp.Inj. Bt 1/10ml (F);injection;7
JUSLINE R 100UI/ml Sol. Inj. Bt 1/10ml(F);JUSLINE R 100UI/ml Sol. Inj. Bt 1/10ml(F);injection;7
JUSLINE R 100UI/ml Sol.Inj. Bt 1/10ml (F);JUSLINE R 100UI/ml Sol.Inj. Bt 1/10ml (F);injection;7
KABIVEN  2300Kcal Emul. Inj. Poches Tricomp. Suremballées 2566ml  Bt 1;KABIVEN  2300Kcal Emul. Inj. Poches Tricomp. Suremballées 2566ml  Bt 1;injection;7
KABIVEN 1900Kcal Emul. Inj. Poches Tricomp. Suremballées 2053ml Bt 1;KABIVEN 1900Kcal Emul. Inj. Poches Tricomp. Suremballées 2053ml Bt 1;injection;7
KALEORID LP 600mg Comp.Enr. Bt 30;KALEORID LP 600mg Comp.Enr. Bt 30;comprime;7
KARBOTEEN 150mg/15ml Sol.Inj.P.Perf. Bt 1Fl/15ml;KARBOTEEN 150mg/15ml Sol.Inj.P.Perf. Bt 1Fl/15ml;injection;7
KARDEGIC 160mg Pdre.P.Sol.Or. Bt 20Sach.;KARDEGIC 160mg Pdre.P.Sol.Or. Bt 20Sach.;poudre;7
KARDEGIC 160mg Pdre.P.Sol.Or. Bt 30Sach.;KARDEGIC 160mg Pdre.P.Sol.Or. Bt 30Sach.;poudre;7
KARVEX 12.5mg Comp. Sec. Bt 30;KARVEX 12.5mg Comp. Sec. Bt 30;comprime;7
KARVEX 25mg Comp. Sec. Bt 30;KARVEX 25mg Comp. Sec. Bt 30;comprime;7
KARVEX 6.25mg Comp. Sec. Bt 30;KARVEX 6.25mg Comp. Sec. Bt 30;comprime;7
KAYEXALATE Pdre/Sol. or.15gr/mes Bt 454gr;KAYEXALATE Pdre/Sol. or.15gr/mes Bt 454gr;poudre;7
KEFORAL Gél. 500mg Bt 12;KEFORAL Gél. 500mg Bt 12;gelule;7
KEFORAL Pdre/Susp or. 250mg/5ml Fl 60 ml;KEFORAL Pdre/Susp or. 250mg/5ml Fl 60 ml;poudre;7
KENACORT RETARD 40mg/1ml Susp.Inj. Bt 1Amp./1ml;KENACORT RETARD 40mg/1ml Susp.Inj. Bt 1Amp./1ml;injection;7
KEPPRA 500mg Comp.Pell. Bt 60;KEPPRA 500mg Comp.Pell. Bt 60;comprime;7
KERLONE 20mg Comp.Pell.Séc. Bt 28;KERLONE 20mg Comp.Pell.Séc. Bt 28;comprime;7
KETALGIC 50 50mg Gél. Fl 24;KETALGIC 50 50mg Gél. Fl 24;gelule;7
KETAMINE PANPHARMA 250mg Sol.Inj. Bt 5/5ml;KETAMINE PANPHARMA 250mg Sol.Inj. Bt 5/5ml;injection;7
KETAXOL 20mg Comp. Pell. Séc. Bt 30;KETAXOL 20mg Comp. Pell. Séc. Bt 30;comprime;7
KETIN 0.2% Sol.Buv. Fl 150ml;KETIN 0.2% Sol.Buv. Fl 150ml;sirop;7
KETODERM 2% Gel Derm. Sach/dose Bt/8/6gr;KETODERM 2% Gel Derm. Sach/dose Bt/8/6gr;gel;7
KETOFEN 100mg Gél Fl 30;KETOFEN 100mg Gél Fl 30;gellule;7
KETOFEN 100mg Gél. Fl 15;KETOFEN 100mg Gél. Fl 15;gelule;7
KETOFEN 100mg Suppo. Bt 10;KETOFEN 100mg Suppo. Bt 10;suppositoire;7
KETOFEN 50mg Gél. Fl 24;KETOFEN 50mg Gél. Fl 24;gelule;7
KETOFEN LP 200mg Gél. Fl 14;KETOFEN LP 200mg Gél. Fl 14;gelule;7
KETOGEL 2% Gel Derm. Tube monodose 20gr;KETOGEL 2% Gel Derm. Tube monodose 20gr;gel;7
KETOMED IM 100mg Sol.Inj. Bt 2/2ml;KETOMED IM 100mg Sol.Inj. Bt 2/2ml;injection;7
KETOMED IM 100mg Sol.Inj. Bt 5/2ml;KETOMED IM 100mg Sol.Inj. Bt 5/2ml;injection;7
KETOPROF 100 50mg/ml Sol.Inj. Bt 5/2ml;KETOPROF 100 50mg/ml Sol.Inj. Bt 5/2ml;injection;7
KETOTIFENE SIMED 1mg/5ml Sirop Fl 150ml;KETOTIFENE SIMED 1mg/5ml Sirop Fl 150ml;sirop;7
KETOZOL 2% Gel moussant Tube unidose/20gr;KETOZOL 2% Gel moussant Tube unidose/20gr;gel;7
KETOZOL 2% Shamp. Fl 60ml;KETOZOL 2% Shamp. Fl 60ml;autre;7
KETUM 2.5% Gel Derm. Tb 50gr;KETUM 2.5% Gel Derm. Tb 50gr;gel;7
KEVAL 20mg Comp.Pell.Séc. Bt 30;KEVAL 20mg Comp.Pell.Séc. Bt 30;comprime;7
KIDROLASE 10000UI Pdre.Inj. Bt 10 (F);KIDROLASE 10000UI Pdre.Inj. Bt 10 (F);injection;7
KINUREA H 50mg  Sol. inj. Bt 6X5ml;KINUREA H 50mg  Sol. inj. Bt 6X5ml;injection;7
KLAROMIN 250mg Comp pell Bt 14;KLAROMIN 250mg Comp pell Bt 14;comprime;7
KLAROMIN 250mg Comp.Pell. Bt 14;KLAROMIN 250mg Comp.Pell. Bt 14;comprime;7
KLAROMIN 500mg Comp.Pell. Séc. Bt 14;KLAROMIN 500mg Comp.Pell. Séc. Bt 14;comprime;7
KLEAN-PREP Pdre.P.Sol.Or.Sach B/4+4 sachets;KLEAN-PREP Pdre.P.Sol.Or.Sach B/4+4 sachets;poudre;7
KLIPAL CODEINE 300mg/25mg Comp. Bt 16;KLIPAL CODEINE 300mg/25mg Comp. Bt 16;comprime;7
KLIPAL CODEINE 600mg/50mg Comp. Bt 12;KLIPAL CODEINE 600mg/50mg Comp. Bt 12;comprime;7
KODERM 2% Crème Derm. Tb 15gr;KODERM 2% Crème Derm. Tb 15gr;pommade;7
KOGENATE FS 1000UI Pdre.Prep.Inj. Bt 1Fl+Solv. 2.5ml (F);KOGENATE FS 1000UI Pdre.Prep.Inj. Bt 1Fl+Solv. 2.5ml (F);injection;7
KOGENATE FS 500UI  Pdre.Prép.Inj. Bt 1 Fl. lyoph.+solv. (F);KOGENATE FS 500UI  Pdre.Prép.Inj. Bt 1 Fl. lyoph.+solv. (F);injection;7
KOMBIGLYZE XR 5mg/1000mg Comp. Bt 30;KOMBIGLYZE XR 5mg/1000mg Comp. Bt 30;comprime;7
KOMBIGLYZE XR 5mg/500mg Comp. Bt 30;KOMBIGLYZE XR 5mg/500mg Comp. Bt 30;comprime;7
L.114 Gttes.Buv. Fl 30ml;L.114 Gttes.Buv. Fl 30ml;sirop;7
L.52 Gttes.Buv. Fl 30ml;L.52 Gttes.Buv. Fl 30ml;sirop;7
LACRYMED 6mg/0.4ml Collyre Bt 20 Unidoses;LACRYMED 6mg/0.4ml Collyre Bt 20 Unidoses;gouttes;7
LACRYVISC Gel Ophtalmique Tb 15gr;LACRYVISC Gel Ophtalmique Tb 15gr;gel;7
LACTEOL Pdre.susp or. Bt 10Sach;LACTEOL Pdre.susp or. Bt 10Sach;poudre;7
LACTULOSE Sol.Buv. Bt 20 Sachets-Dose/15ml;LACTULOSE Sol.Buv. Bt 20 Sachets-Dose/15ml;sirop;7
LACTULOSE Sol.Buv. Fl 200ml;LACTULOSE Sol.Buv. Fl 200ml;sirop;7
LAMALINE Suppo. Bt 10;LAMALINE Suppo. Bt 10;suppositoire;7
LAMICTAL 100mg Comp Dispersible Bt 30;LAMICTAL 100mg Comp Dispersible Bt 30;comprime;7
LAMICTAL 100mg Comp. Dispersible Bt 30;LAMICTAL 100mg Comp. Dispersible Bt 30;comprime;7
LAMICTAL 200mg Comp Dispersible Bt 30;LAMICTAL 200mg Comp Dispersible Bt 30;comprime;7
LAMICTAL 25mg Comp Disper. Bt 30;LAMICTAL 25mg Comp Disper. Bt 30;comprime;7
LAMICTAL 25mg Comp.Dispersible Bt 30;LAMICTAL 25mg Comp.Dispersible Bt 30;comprime;7
LAMICTAL 50mg Comp.Disper. Bt 30;LAMICTAL 50mg Comp.Disper. Bt 30;comprime;7
LAMICTAL 5mg Comp.Disper. Bt 30;LAMICTAL 5mg Comp.Disper. Bt 30;comprime;7
LAMILEP 100mg Comp.Disper.Séc. Bt 30;LAMILEP 100mg Comp.Disper.Séc. Bt 30;comprime;7
LAMILEP 200mg Comp.Disper.Séc. Bt 30;LAMILEP 200mg Comp.Disper.Séc. Bt 30;comprime;7
LAMILEP 25mg Comp.Disper. Bt 30;LAMILEP 25mg Comp.Disper. Bt 30;comprime;7
LAMILEP 50mg Comp.Disper.Séc. Bt 30;LAMILEP 50mg Comp.Disper.Séc. Bt 30;comprime;7
LAMISIL 1% Spray Sol Fl 15ml;LAMISIL 1% Spray Sol Fl 15ml;autre;7
LAMISIL 250mg Comp.Séc. Bt 14;LAMISIL 250mg Comp.Séc. Bt 14;comprime;7
LAMISIL 250mg Comp.Séc. Bt 28;LAMISIL 250mg Comp.Séc. Bt 28;comprime;7
LANSOPRAL 15mg Gél. Fl 15;LANSOPRAL 15mg Gél. Fl 15;gelule;7
LANSOPRAL 15mg Gél. Fl 30;LANSOPRAL 15mg Gél. Fl 30;gelule;7
LANSOPRAL 15mg Gél. Fl 7;LANSOPRAL 15mg Gél. Fl 7;gelule;7
LANSOPRAL 30mg Gél. Fl 14;LANSOPRAL 30mg Gél. Fl 14;gelule;7
LANSOPRAL 30mg Gél. Fl 28;LANSOPRAL 30mg Gél. Fl 28;gelule;7
LANTUS 100UI/ml Sol.inj. Bt 5 cartouches /3ml (F);LANTUS 100UI/ml Sol.inj. Bt 5 cartouches /3ml (F);injection;7
LANTUS SOLOSTAR 100 UI/ml Sol.Inj. Bt 5 Stylos Pré-remplis/3ml (F);LANTUS SOLOSTAR 100 UI/ml Sol.Inj. Bt 5 Stylos Pré-remplis/3ml (F);injection;7
LANZOR 15mg Gél. Fl 7;LANZOR 15mg Gél. Fl 7;gelule;7
LANZOR 30mg Gél. Fl 14;LANZOR 30mg Gél. Fl 14;gelule;7
LANZOR 30mg Gél. Gastro-résist. Fl 30;LANZOR 30mg Gél. Gastro-résist. Fl 30;gelule;7
LANZOR GéL. 15mg Fl 15;LANZOR GéL. 15mg Fl 15;gelule;7
LAPTOR 10mg Comp.Pell. Bt 30;LAPTOR 10mg Comp.Pell. Bt 30;comprime;7
LAPTOR 20mg Comp.Pell.Séc. Bt 30;LAPTOR 20mg Comp.Pell.Séc. Bt 30;comprime;7
LAPTOR 40mg Comp.Pell.Séc. Bt 30;LAPTOR 40mg Comp.Pell.Séc. Bt 30;comprime;7
LARGACTIL 100mg Comp.Séc. Bt 30;LARGACTIL 100mg Comp.Séc. Bt 30;comprime;7
LARGACTIL 25mg Comp. Séc. Bt 50;LARGACTIL 25mg Comp. Séc. Bt 50;comprime;7
LARGACTIL 25mg/5ml Sol.Inj. Bt 5/5ml;LARGACTIL 25mg/5ml Sol.Inj. Bt 5/5ml;injection;7
LARMES ARTIFICIELLES UNIMED 1.4% Collyre Fl 5ml;LARMES ARTIFICIELLES UNIMED 1.4% Collyre Fl 5ml;gouttes;7
LAROXYL 40mg/ml Gttes.Buv. Fl 20ml;LAROXYL 40mg/ml Gttes.Buv. Fl 20ml;sirop;7
LASICARE 500mg Comp.Séc. Bt 50;LASICARE 500mg Comp.Séc. Bt 50;comprime;7
LASILIX 40mg Comp.Enr. Bt 20;LASILIX 40mg Comp.Enr. Bt 20;comprime;7
LASILIX RETARD 60mg Gél. Bt 30;LASILIX RETARD 60mg Gél. Bt 30;gelule;7
LASILIX SPECIAL 250mg Sol.Inj. Bt 6/25ml;LASILIX SPECIAL 250mg Sol.Inj. Bt 6/25ml;injection;7
LATANOCOL 0.005% Collyre Bt 30 Ophtadoses/0.3ml (F);LATANOCOL 0.005% Collyre Bt 30 Ophtadoses/0.3ml (F);gouttes;7
LATANOCOL 0.005% Collyre Fl 2.5ml (F);LATANOCOL 0.005% Collyre Fl 2.5ml (F);gouttes;7
LATANOPROST 0.005% Collyre Fl 2.5ml (F);LATANOPROST 0.005% Collyre Fl 2.5ml (F);gouttes;7
LATIFEX 50 50mg Gél. Bt 10;LATIFEX 50 50mg Gél. Bt 10;gelule;7
LATIFEX PLUS 37.5mg/325mg Comp.Pell. Bt 20;LATIFEX PLUS 37.5mg/325mg Comp.Pell. Bt 20;comprime;7
LAXAFINE NATURE Sol.Buv. Fl 250ml;LAXAFINE NATURE Sol.Buv. Fl 250ml;sirop;7
LAXAGEL 120mg Gel Rectal Bt 6 Tb-Canules 10gr;LAXAGEL 120mg Gel Rectal Bt 6 Tb-Canules 10gr;gel;7
LEDERFOLINE 25mg Comp. Bt 30;LEDERFOLINE 25mg Comp. Bt 30;comprime;7
LEDIVIR 90mg/400mg Comp.Pell. Fl 28;LEDIVIR 90mg/400mg Comp.Pell. Fl 28;comprime;7
LEDVIR 90mg/400mg Comp.Pell. Fl 28;LEDVIR 90mg/400mg Comp.Pell. Fl 28;comprime;7
LEPONEX 100 100mg Comp.Séc. Bt 50;LEPONEX 100 100mg Comp.Séc. Bt 50;comprime;7
LEPONEX 25 25mg Comp.Séc. Bt 50;LEPONEX 25 25mg Comp.Séc. Bt 50;comprime;7
LESCOL 40mg Gél. Bt 28;LESCOL 40mg Gél. Bt 28;gelule;7
LESCOL 80mg Comp. LP  Bt 28;LESCOL 80mg Comp. LP  Bt 28;comprime;7
LEUCODININE B 10% Pde.Derm. Tb 30gr;LEUCODININE B 10% Pde.Derm. Tb 30gr;pommade;7
LEUKERAN 2mg Comp. Bt 25;LEUKERAN 2mg Comp. Bt 25;comprime;7
LEVACT 100mg (2.5mg/ml) Pdre. P.Perf. Bt 5Fl (RIBOMUSTIN);LEVACT 100mg (2.5mg/ml) Pdre. P.Perf. Bt 5Fl (RIBOMUSTIN);poudre;7
LEVACT 25mg Pdre. P.Perf. Bt 5Amp. (RIBOMUSTIN);LEVACT 25mg Pdre. P.Perf. Bt 5Amp. (RIBOMUSTIN);poudre;7
LEVEMIR FLEXPEN 100UI/ml Sol.Inj. Bt 5 Stylos Inj. 3ml (F);LEVEMIR FLEXPEN 100UI/ml Sol.Inj. Bt 5 Stylos Inj. 3ml (F);injection;7
LEVET 100mg/ml Sol.Buv. Fl 300ml;LEVET 100mg/ml Sol.Buv. Fl 300ml;sirop;7
LEVET 500mg Comp.Pell.Séc. Bt 60;LEVET 500mg Comp.Pell.Séc. Bt 60;comprime;7
LEVOCARNIL 100mg/ml Sol.Buv. Bt 10Fl/10ml;LEVOCARNIL 100mg/ml Sol.Buv. Bt 10Fl/10ml;sirop;7
LEVOCINE 500mg Comp pell. séc. Bt 10;LEVOCINE 500mg Comp pell. séc. Bt 10;comprime;7
LEVOCINE 500mg Comp.Pell.Séc. Bt 5;LEVOCINE 500mg Comp.Pell.Séc. Bt 5;comprime;7
LEVODIS 500mg Comp.Pell.Séc. Bt 10;LEVODIS 500mg Comp.Pell.Séc. Bt 10;comprime;7
LEVODIS 500mg Comp.Pell.Séc. Bt 5;LEVODIS 500mg Comp.Pell.Séc. Bt 5;comprime;7
LEVOFLOX 500mg Comp.Pell.Séc. Bt 10;LEVOFLOX 500mg Comp.Pell.Séc. Bt 10;comprime;7
LEVOFLOX 500mg Comp.Pell.Séc. Bt 5;LEVOFLOX 500mg Comp.Pell.Séc. Bt 5;comprime;7
LEVOFLOXACINE WINTHROP 500mg Comp. Pell. Bt 5;LEVOFLOXACINE WINTHROP 500mg Comp. Pell. Bt 5;comprime;7
LEVOFOR 500mg Comp.Pell.Séc. Bt 10;LEVOFOR 500mg Comp.Pell.Séc. Bt 10;comprime;7
LEVOFOR 500mg Comp.Pell.Séc. Bt 5;LEVOFOR 500mg Comp.Pell.Séc. Bt 5;comprime;7
LEVOMEPROMAZINE 100mg Comp. Bt 500;LEVOMEPROMAZINE 100mg Comp. Bt 500;comprime;7
LEVOMEPROMAZINE 100mg Comp.Enr.Bt 20;LEVOMEPROMAZINE 100mg Comp.Enr.Bt 20;comprime;7
LEVOMEPROMAZINE 25mg Comp. Bt 600;LEVOMEPROMAZINE 25mg Comp. Bt 600;comprime;7
LEVOMEPROMAZINE 25mg Comp. Enr.  Bt 20;LEVOMEPROMAZINE 25mg Comp. Enr.  Bt 20;comprime;7
LEVOPHTA 0,05% Collyre Fl 5ml;LEVOPHTA 0,05% Collyre Fl 5ml;gouttes;7
LEVOPHTA 0.05% Collyre Fl 5ml;LEVOPHTA 0.05% Collyre Fl 5ml;gouttes;7
LEVORGICA 5mg Comp.Pell. Bt 15;LEVORGICA 5mg Comp.Pell. Bt 15;comprime;7
LEVORGICA 5mg Comp.Pell. Bt 30;LEVORGICA 5mg Comp.Pell. Bt 30;comprime;7
LEVORGICA 5mg Comp.Pell. Bt 7;LEVORGICA 5mg Comp.Pell. Bt 7;comprime;7
LEVOTHYROX 125µg Comp.Séc. Bt 30;LEVOTHYROX 125µg Comp.Séc. Bt 30;comprime;7
LEVOTHYROX 25µg Comp.Séc. Bt 30;LEVOTHYROX 25µg Comp.Séc. Bt 30;comprime;7
LEVOTHYROX 75µg Comp.Séc. Bt 30;LEVOTHYROX 75µg Comp.Séc. Bt 30;comprime;7
LEVOX 500mg Comp.Pell.Séc. Bt 10;LEVOX 500mg Comp.Pell.Séc. Bt 10;comprime;7
LEVOX 500mg Comp.Pell.Séc. Bt 5;LEVOX 500mg Comp.Pell.Séc. Bt 5;comprime;7
LEXOMIL 6mg Comp.Séc. Tb 30;LEXOMIL 6mg Comp.Séc. Tb 30;comprime;7
LIBRAX Comp. Drag. Bt 30;LIBRAX Comp. Drag. Bt 30;comprime;7
LIDOCA PLUS 5% Crème Derm. Tb 30gr;LIDOCA PLUS 5% Crème Derm. Tb 30gr;pommade;7
LIDOCAINE 10mg/ml ADRENALINE 0.005mg/ml AGUETTANT Sol.Inj. Bt 10/10ml (F);LIDOCAINE 10mg/ml ADRENALINE 0.005mg/ml AGUETTANT Sol.Inj. Bt 10/10ml (F);injection;7
